id,title,category,company,format,level,salary,link
36329,Руководитель проектов,management,Альфа-Банк,гибрид Москва,middle,~ 237 000 ₽,https://hirehi.ru/management/rukovoditel-proektov-36329
36328,Системный аналитик,analytics,Сбер,гибрид Москва,middle,~ 220 000 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-36328
36327,System Analyst,analytics,МТС,офис Москва,middle,~ 243 000 ₽,https://hirehi.ru/analytics/system-analyst-36327
36326,Системный аналитик,analytics,OneLink,удалённо,middle,~ 173 000 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-36326
36325,data analyst,analytics,Kaspi.kz,гибрид Алматы,junior,~ 83 000 ₽,https://hirehi.ru/analytics/data-analyst-36325
36324,бизнес аналитик,analytics,NDA,удалённо по РФ,middle,~ 207 000 ₽,https://hirehi.ru/analytics/biznes-analitik-36324
36323,frontend developer,development,Q-Data,офис Астана,senior,160 000 ₽,https://hirehi.ru/development/frontend-developer-36323
36322,Golang разработчик,development,Ozon,удалённо,intern,~ 64 000 ₽,https://hirehi.ru/development/golang-razrabotchik-36322
36321,automation qa,qa,RedLab,удалённо,senior,~ 243 000 ₽,https://hirehi.ru/qa/automation-qa-36321
36320,fullstack developer,development,NDA,удалённо,lead,240 000 ₽,https://hirehi.ru/development/fullstack-developer-36320
36319,графический дизайнер,design,NDA,удалённо,middle,~ 109 000 ₽,https://hirehi.ru/design/graficheskii-dizainer-36319
36318,Инженер данных,development,ДЕВХЭД,офис Минск,middle,~ 212 000 ₽,https://hirehi.ru/development/inzhener-dannyh-36318
36317,automation qa,qa,Альфа-банк,удалённо по РФ,middle,от 180 000 ₽,https://hirehi.ru/qa/automation-qa-36317
36316,product analyst,analytics,Циан,удалённо,senior,~ 320 000 ₽,https://hirehi.ru/analytics/product-analyst-36316
36315,Java Developer,development,Т1,удалённо,middle,~ 249 000 ₽,https://hirehi.ru/development/java-developer-36315
36314,affiliate manager,marketing,NDA,удалённо,middle,~ 176 000 ₽,https://hirehi.ru/marketing/affiliate-manager-36314
36313,mlops engineer,devops,NDA,удалённо по РФ,middle,~ 255 000 ₽,https://hirehi.ru/devops/mlops-engineer-36313
36312,android developer,development,NDA,удалённо,middle,~ 224 000 ₽,https://hirehi.ru/development/android-developer-36312
36311,c# developer,development,NDA,удалённо,senior,~ 324 000 ₽,https://hirehi.ru/development/c-developer-36311
36310,node.js developer,development,ANA Agency,удалённо,senior,от 320 000 ₽,https://hirehi.ru/development/node-js-developer-36310
36309,маркетолог,marketing,СПБГУ,офис Питер,middle,~ 127 000 ₽,https://hirehi.ru/marketing/marketolog-36309
36308,.net developer,development,NDA,удалённо,lead,~ 409 000 ₽,https://hirehi.ru/development/net-developer-36308
36307,cto,development,x.place,удалённо,lead,~ 476 000 ₽,https://hirehi.ru/development/cto-36307
36306,manual qa,qa,NDA,удалённо,middle,~ 185 000 ₽,https://hirehi.ru/qa/manual-qa-36306
36305,разработчик бд,development,NDA,удалённо,middle,до 280 000 ₽,https://hirehi.ru/development/razrabotchik-bd-36305
36304,Backend Developer,development,Авито,удалённо,middle,~ 250 000 ₽,https://hirehi.ru/development/backend-developer-36304
36303,продакт-менеджер,management,NDA,гибрид Лимассол,middle,~ 279 000 ₽,https://hirehi.ru/management/prodakt-menedzher-36303
36302,Product Manager,management,Яндекс Финтех,гибрид Москва,senior,~ 342 000 ₽,https://hirehi.ru/management/product-manager-36302
36301,C++ Developer,development,Яндекс Еда,гибрид Воронеж,middle,~ 238 000 ₽,https://hirehi.ru/development/c-developer-36301
36300,Java разработчик,development,Koronatech,удалённо,senior,200 000 ₽,https://hirehi.ru/development/java-razrabotchik-36300
36299,android разработчик,development,abr tech,удалённо,middle,~ 179 000 ₽,https://hirehi.ru/development/android-razrabotchik-36299
36298,Java Developer,development,Сбер,гибрид Москва,middle,~ 239 000 ₽,https://hirehi.ru/development/java-developer-36298
36297,Бизнес аналитик,analytics,Сбер,офис Москва,middle,~ 209 000 ₽,https://hirehi.ru/analytics/biznes-analitik-36297
36296,c/c++ разработчик,development,ВКонтакте,офис Москва,senior,~ 368 000 ₽,https://hirehi.ru/development/c-c-razrabotchik-36296
36295,разработчик sql,development,Магнит,удалённо по РФ,junior,~ 93 000 ₽,https://hirehi.ru/development/razrabotchik-sql-36295
36294,manual qa,qa,Photo Lab,удалённо,middle,от 80 000 ₽,https://hirehi.ru/qa/manual-qa-36294
36293,Project Manager,management,Сбер,офис Великие Луки,middle,~ 163 000 ₽,https://hirehi.ru/management/project-manager-36293
36292,aso-специалист,marketing,NDA,удалённо,middle,~ 178 000 ₽,https://hirehi.ru/marketing/aso-spetsialist-36292
36291,Продуктовый аналитик,analytics,Wildberries,удалённо,lead,~ 381 000 ₽,https://hirehi.ru/analytics/produktovyi-analitik-36291
36290,javascript developer,development,Okko,удалённо,lead,~ 391 000 ₽,https://hirehi.ru/development/javascript-developer-36290
36289,head of marketing,marketing,RED BANANAS,удалённо,lead,~ 298 000 ₽,https://hirehi.ru/marketing/head-of-marketing-36289
36288,python разработчик,development,NDA,удалённо,middle,~ 237 000 ₽,https://hirehi.ru/development/python-razrabotchik-36288
36287,devops engineer,devops,Bridgeapp,офис Лимассол,lead,~ 499 000 ₽,https://hirehi.ru/devops/devops-engineer-36287
36286,frontend developer,development,NDA,удалённо,senior,~ 341 000 ₽,https://hirehi.ru/development/frontend-developer-36286
36285,data engineer,development,Preply,гибрид Барселона,senior,~ 451 000 ₽,https://hirehi.ru/development/data-engineer-36285
36284,ml engineer,development,Constructor.io,удалённо,senior,от 533 333 ₽,https://hirehi.ru/development/ml-engineer-36284
36283,c# developer,development,NDA,удалённо,senior,~ 364 000 ₽,https://hirehi.ru/development/c-developer-36283
36282,C++ Developer,development,Aston,удалённо,middle,~ 215 000 ₽,https://hirehi.ru/development/c-developer-36282
36281,аналитик данных,analytics,NDA,удалённо,middle,от 160 000 ₽,https://hirehi.ru/analytics/analitik-dannyh-36281
36280,computer vision engineer,development,EvApps,удалённо по РФ,middle,до 200 000 ₽,https://hirehi.ru/development/computer-vision-engineer-36280
36279,qa инженер (manual),qa,ATI Projects,гибрид Алматы,middle,~ 138 000 ₽,https://hirehi.ru/qa/qa-inzhener-manual-36279
36278,angular developer,development,Quickmanage,офис Ташкент,senior,от 128 000 ₽,https://hirehi.ru/development/angular-developer-36278
36277,ai engineer,development,NDA,удалённо по РФ,middle,от 300 000 ₽,https://hirehi.ru/development/ai-engineer-36277
36276,product designer,design,Chess.com,удалённо,middle,~ 260 000 ₽,https://hirehi.ru/design/product-designer-36276
36275,product designer,design,Novakid,удалённо,senior,~ 364 000 ₽,https://hirehi.ru/design/product-designer-36275
36274,php developer,development,Top Selection,удалённо по РФ,middle,от 130 000 ₽,https://hirehi.ru/development/php-developer-36274
36273,PHP Developer,development,ЗАРЯД,удалённо,junior,от 80 000 ₽,https://hirehi.ru/development/php-developer-36273
36272,java developer,development,NDA,удалённо по РФ,junior,от 75 000 ₽,https://hirehi.ru/development/java-developer-36272
36271,UX/UI дизайнер,design,SilentRoom,удалённо,senior,от 230 000 ₽,https://hirehi.ru/design/ux-ui-dizainer-36271
36270,Менеджер продукта,management,ВТБ,гибрид Москва,middle,~ 248 000 ₽,https://hirehi.ru/management/menedzher-produkta-36270
36269,Системный аналитик,analytics,Сбер,гибрид Москва,middle,~ 222 000 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-36269
36268,QA Engineer (auto),qa,Сбер,гибрид Москва,middle,~ 205 000 ₽,https://hirehi.ru/qa/qa-engineer-auto-36268
36267,DevOps Engineer,devops,Сонерик,удалённо по РФ,middle,~ 231 000 ₽,https://hirehi.ru/devops/devops-engineer-36267
36266,Go Developer,development,Магнит,удалённо по РФ,middle,~ 237 000 ₽,https://hirehi.ru/development/go-developer-36266
36265,Business Analyst,analytics,ДОМ.РФ,удалённо,senior,~ 296 000 ₽,https://hirehi.ru/analytics/business-analyst-36265
36264,Аналитик данных,analytics,PARI,офис Москва,middle,~ 218 000 ₽,https://hirehi.ru/analytics/analitik-dannyh-36264
36263,head of creative,marketing,choicy.work,удалённо,lead,~ 440 000 ₽,https://hirehi.ru/marketing/head-of-creative-36263
36262,automation qa,qa,CSSSR,удалённо,senior,240 000 ₽,https://hirehi.ru/qa/automation-qa-36262
36261,ai engineer,development,Logistics,офис Ташкент,junior,40 000 ₽,https://hirehi.ru/development/ai-engineer-36261
36260,ml engineer,development,Yurt Tech,офис Астана,middle,от 80 000 ₽,https://hirehi.ru/development/ml-engineer-36260
36259,product manager,management,NDA,гибрид Минск,middle,~ 210 000 ₽,https://hirehi.ru/management/product-manager-36259
36258,Project Manager,management,TON Foundation,удалённо,senior,~ 400 000 ₽,https://hirehi.ru/management/project-manager-36258
36257,typescript developer,development,NDA,удалённо,middle,~ 201 000 ₽,https://hirehi.ru/development/typescript-developer-36257
36256,data analyst,analytics,NDA,удалённо,middle,120 000 ₽,https://hirehi.ru/analytics/data-analyst-36256
36255,Python Developer,development,Магнит,удалённо по РФ,senior,~ 323 000 ₽,https://hirehi.ru/development/python-developer-36255
36254,Golang разработчик,development,Магнит,удалённо по РФ,lead,~ 367 000 ₽,https://hirehi.ru/development/golang-razrabotchik-36254
36253,devops engineer,devops,Альфа-Банк,удалённо по РФ,lead,~ 400 000 ₽,https://hirehi.ru/devops/devops-engineer-36253
36251,Data Analyst,analytics,Т1,гибрид Москва,junior,~ 82 000 ₽,https://hirehi.ru/analytics/data-analyst-36251
36250,frontend developer,development,SwapRail,удалённо,senior,~ 350 000 ₽,https://hirehi.ru/development/frontend-developer-36250
36249,fullstack разработчик,development,ЦРТР,офис Астана,middle,176 000 ₽,https://hirehi.ru/development/fullstack-razrabotchik-36249
36248,DevOps Engineer,devops,Wildberries,удалённо,lead,~ 439 000 ₽,https://hirehi.ru/devops/devops-engineer-36248
36247,product manager,management,NDA,удалённо,middle,~ 251 000 ₽,https://hirehi.ru/management/product-manager-36247
36246,product lead,management,NDA,офис Москва,lead,~ 426 000 ₽,https://hirehi.ru/management/product-lead-36246
36245,node.js developer,development,Tribe,удалённо,senior,от 280 000 ₽,https://hirehi.ru/development/node-js-developer-36245
36244,automation qa,qa,Else Digital,офис Ростов,middle,~ 210 000 ₽,https://hirehi.ru/qa/automation-qa-36244
36243,cpo,management,MAYRVEDA,офис Москва,lead,~ 426 000 ₽,https://hirehi.ru/management/cpo-36243
36242,devops engineer,devops,NDA,удалённо,senior,от 750 000 ₽,https://hirehi.ru/devops/devops-engineer-36242
36241,smm-специалист,marketing,ENCELADE,удалённо,middle,~ 116 000 ₽,https://hirehi.ru/marketing/smm-spetsialist-36241
36240,smm-менеджер,marketing,NDA,гибрид Краснодар,junior,от 50 000 ₽,https://hirehi.ru/marketing/smm-menedzher-36240
36239,таргетолог,marketing,NDA,удалённо,middle,~ 144 000 ₽,https://hirehi.ru/marketing/targetolog-36239
36238,java developer,development,TREDO,гибрид Алматы,senior,~ 282 000 ₽,https://hirehi.ru/development/java-developer-36238
36237,angular разработчик,development,Innovative People,удалённо,middle,~ 230 000 ₽,https://hirehi.ru/development/angular-razrabotchik-36237
36236,C++ Developer,development,Яндекс Маркет,гибрид Москва,middle,~ 271 000 ₽,https://hirehi.ru/development/c-developer-36236
36235,Системный аналитик,analytics,Сбер,офис Москва,middle,~ 209 000 ₽,https://hirehi.ru/analytics/sistemnyi-analitik-36235
36234,qa engineer (manual),qa,Bell Integrator,гибрид Москва,middle,120 000 ₽,https://hirehi.ru/qa/qa-engineer-manual-36234
36233,site reliability engineer,devops,Сбер,офис Самара,senior,~ 266 000 ₽,https://hirehi.ru/devops/site-reliability-engineer-36233
36232,Дизайнер продукта,design,НТЦ ПРОТЕЙ,гибрид Питер,middle,от 170 000 ₽,https://hirehi.ru/design/dizainer-produkta-36232
